GeneID,trivial_name,aux_sens,intersection,RNAseq_logFC_1h,RNAseq_logFC_6h,logFC_05h,logFC1h,logFC2h,logFC4h,logFC8h,logFC12h,logFC24h
AT2G02080,C2H2_IDD4_col_a,FALSE,AT1G13260/AT1G21910/AT1G22810/AT1G25560/AT1G25560/AT1G44830/AT1G70560/AT1G74840/AT1G74840/AT1G76800/AT1G76800/AT1G77200/AT1G77200/AT2G02710/AT2G02710/AT2G28160/AT2G28160/AT2G31730/AT2G44840/AT3G04070/AT3G04720/AT3G16770/AT3G25730/AT3G50260/AT3G50480/AT3G55730/AT3G59060/AT4G05100/AT4G08040/AT4G11140/AT4G16750/AT4G20380/AT4G23750/AT4G26200/AT4G36900/AT4G37580/AT4G38130/AT5G07580/AT5G10510/AT5G21120/AT5G21120/AT5G25190/AT5G44790/AT5G47220/AT5G53290/AT5G61590/AT5G65510/AT5G67300/AT5G67300/AT5G67300/AT5G67300,0,0,0,0,0,0,0,0,0
AT2G02070,C2H2_IDD5_colamp_a,FALSE,AT1G13260/AT1G22810/AT1G25560/AT1G70560/AT1G74840/AT1G74840/AT1G76800/AT1G77200/AT1G77200/AT2G02710/AT2G02710/AT2G26070/AT2G28160/AT3G04070/AT3G04720/AT3G16770/AT3G50260/AT4G20380/AT4G23750/AT4G26200/AT4G36900/AT4G37580/AT4G38130/AT5G07580/AT5G21120/AT5G21120/AT5G25190/AT5G47220/AT5G56080/AT5G57390/AT5G61590/AT5G65510/AT5G67300/AT5G67300/AT5G67300,0,0,0,0,0,0,0,0,0
AT1G55110,C2H2_IDD7_col_a,FALSE,AT1G13260/AT1G22810/AT1G25560/AT1G25560/AT1G74840/AT1G77200/AT2G02710/AT2G28160/AT3G04070/AT3G16770/AT4G23750/AT4G36900/AT5G07580/AT5G21120/AT5G21120/AT5G25190/AT5G65510/AT5G67300/AT5G67300,0,0,0,0,0,0,0,0,0
AT5G03150,C2H2_JKD_col_a,FALSE,AT1G13260/AT1G22810/AT1G25560/AT1G70560/AT1G74840/AT1G77200/AT1G77200/AT2G28160/AT3G04070/AT3G16770/AT4G08040/AT4G20380/AT5G07580/AT5G21120/AT5G25190/AT5G65510/AT5G67300/AT5G67300,0,0,0,0,0,0,0,0,0
AT1G03840,C2H2_MGP_colamp_a,TRUE,AT1G13260/AT1G22810/AT1G25560/AT1G70560/AT1G74840/AT1G76800/AT1G77200/AT2G02710/AT2G02710/AT2G26070/AT2G28160/AT3G04070/AT3G16770/AT3G50480/AT4G20380/AT4G36900/AT5G07580/AT5G21120/AT5G21120/AT5G65510/AT5G67300/AT5G67300,0,0,0,0,0,-1.111647781,-0.97573408,0,0
AT2G01940,C2H2_SGR5_col_a,FALSE,AT1G05710/AT1G22810/AT1G62380/AT4G36900/AT5G07580/AT5G25190/AT5G65510,0,0,0,0,0,0,0,0,0
AT2G01940,C2H2_SGR5_colamp_a,FALSE,AT1G05710/AT1G05710/AT1G05710/AT1G13260/AT1G22810/AT1G25560/AT1G25560/AT1G48420/AT1G62380/AT1G70560/AT1G74660/AT1G74840/AT2G02710/AT2G33710/AT2G44840/AT3G16770/AT3G23150/AT3G49700/AT3G50260/AT3G50480/AT3G55730/AT4G05100/AT4G05100/AT4G11140/AT4G17500/AT4G20380/AT4G23750/AT4G36900/AT4G38130/AT5G07580/AT5G18560/AT5G25190/AT5G44790/AT5G47230/AT5G55620/AT5G55620/AT5G61590/AT5G61590/AT5G65510,0,0,0,0,0,0,0,0,0
AT1G34370,C2H2_STOP1_colamp_a,TRUE,,0.691434971394236,0,0,0,0,0,0,0,0
AT1G27730,C2H2_STZ_col,TRUE,AT1G02500/AT1G05710/AT1G18570/AT1G21910/AT1G28360/AT1G36060/AT1G76800/AT1G77200/AT1G77640/AT2G02710/AT2G25820/AT2G40940/AT2G44840/AT2G44940/AT2G46830/AT2G47460/AT3G03450/AT3G04720/AT3G15010/AT3G24500/AT3G25190/AT3G25190/AT3G49700/AT3G51430/AT3G59900/AT3G61630/AT4G16750/AT4G38130/AT5G10520/AT5G10720/AT5G18560/AT5G44030/AT5G44790/AT1G05710/AT1G18570/AT1G21910/AT1G36060/AT1G76800/AT1G77200/AT1G77640/AT2G02710/AT2G25820/AT2G44940/AT2G47460/AT3G08040/AT3G15010/AT3G25190/AT4G38130/AT5G07580/AT5G10520/AT5G10720/AT5G18560/AT5G44030,0,2.487,0,0,0,0,0,0,0
AT1G27730,C2H2_STZ_colamp_a,TRUE,AT1G05710/AT1G18570/AT1G21910/AT1G36060/AT1G76800/AT1G77200/AT1G77640/AT2G02710/AT2G25820/AT2G44940/AT2G47460/AT3G08040/AT3G15010/AT3G25190/AT4G38130/AT5G07580/AT5G10520/AT5G10720/AT5G18560/AT5G44030,0,2.487,0,0,0,0,0,0,0
AT1G51220,C2H2_WIP5_col_a,FALSE,AT1G76800/AT3G15010/AT3G25730/AT4G18450/AT4G20380/AT5G02840/AT5G02840/AT5G13910/AT5G44790,0,NA,NA,NA,NA,NA,NA,NA,NA
AT1G51220,C2H2_WIP5_colamp_a,FALSE,AT1G21140/AT1G21910/AT1G76800/AT1G77200/AT2G33710/AT2G47460/AT3G08040/AT3G15010/AT3G16770/AT3G25730/AT4G17490/AT4G18450/AT4G19690/AT4G24670/AT5G02840/AT5G02840/AT5G13910/AT5G25190/AT5G44790,0,NA,NA,NA,NA,NA,NA,NA,NA
AT3G12130,C3H_AT3G12130_colamp_a,FALSE,AT1G02500/AT1G05010/AT1G05010/AT1G05710/AT1G12010/AT1G21140/AT1G21140/AT1G62380/AT1G74840/AT1G76800/AT2G05520/AT2G19590/AT3G03450/AT3G08040/AT3G08040/AT3G14230/AT3G23150/AT3G24500/AT3G25190/AT3G50060/AT3G51430/AT3G52430/AT4G08040/AT4G11140/AT4G11140/AT4G19690/AT4G23750/AT4G26200/AT5G07310/AT5G07580/AT5G13910/AT5G21120/AT5G37260/AT5G39610/AT5G52020/AT5G57390/AT5G59430/AT5G60120,0,0,0,0,0,0,0,0,0
AT5G08750,C3H_At5g08750_col_a,FALSE,,0,0,0,0,0,0,0,0,0
AT5G63260,C3H_AT5G63260_col_a,FALSE,AT1G02500/AT1G02500/AT1G05010/AT1G05010/AT1G05010/AT1G12010/AT1G21140/AT1G21140/AT1G22810/AT1G62380/AT1G72360/AT1G76800/AT2G19590/AT3G03450/AT3G08040/AT3G08040/AT3G16770/AT3G25190/AT3G25730/AT3G50060/AT3G61630/AT4G08040/AT4G11140/AT4G11140/AT4G23750/AT5G13910/AT5G37260/AT5G40770/AT5G52020/AT5G52020/AT5G55620/AT5G57390/AT5G60120,0,0,0,0,0,0,0,0,0
AT5G63260,C3H_AT5G63260_colamp_a,FALSE,AT1G02500/AT1G05010/AT1G05710/AT1G74840/AT1G76800/AT2G44840/AT3G04070/AT3G08040/AT3G23150/AT3G25190/AT4G08040/AT4G26200/AT5G07310/AT5G13910/AT5G60120,0,0,0,0,0,0,0,0,0
AT1G68200,C3H_CDM1_colamp_a,TRUE,,0,NA,0,0,0,-0.705824467,-0.549928099,0,0
AT5G09410,CAMTA_CAMTA1_col_a,FALSE,AT1G05710/AT1G21910/AT1G28370/AT1G44830/AT1G77640/AT2G19590/AT2G31730/AT2G46830/AT2G47460/AT3G49700/AT3G61630/AT4G20380/AT5G07310/AT5G67300,0,0,0,0,0,0,0,0,0
AT4G16150,CAMTA_CAMTA5_col_a,FALSE,,0,0,0,0,0,0,0,0,0
AT2G20110,CPP_AT2G20110_col_a,FALSE,AT1G21140/AT1G28370/AT1G36060/AT1G36060/AT1G66350/AT1G73500/AT2G02710/AT2G05520/AT2G25820/AT2G28160/AT2G44940/AT3G20860/AT3G49700/AT3G50060/AT3G50060/AT4G18780/AT4G19690/AT4G19690/AT4G24670/AT5G10510/AT5G21120/AT5G25190/AT5G61590,0,0,0,0,0,0,0,0,0
AT2G20110,CPP_AT2G20110_colamp_a,FALSE,AT1G12010/AT1G18570/AT1G19220/AT1G21140/AT1G28370/AT1G28370/AT1G36060/AT1G36060/AT1G36060/AT1G36060/AT1G44830/AT1G44830/AT1G48420/AT1G62380/AT1G62380/AT1G66350/AT1G66350/AT1G70560/AT1G73500/AT1G73500/AT2G02710/AT2G02710/AT2G02710/AT2G05520/AT2G19590/AT2G25820/AT2G26070/AT2G28160/AT2G28160/AT2G33710/AT2G38120/AT2G44940/AT2G46370/AT2G47460/AT3G04070/AT3G06490/AT3G06490/AT3G08040/AT3G20860/AT3G20860/AT3G25190/AT3G25190/AT3G25730/AT3G49700/AT3G49700/AT3G50060/AT3G50060/AT3G50260/AT3G59900/AT3G62680/AT3G62680/AT4G05100/AT4G05100/AT4G11280/AT4G11280/AT4G11280/AT4G16750/AT4G17490/AT4G18780/AT4G19690/AT4G19690/AT4G20380/AT4G24670/AT4G26200/AT4G32940/AT4G36900/AT4G36900/AT5G10510/AT5G10510/AT5G10510/AT5G18560/AT5G21120/AT5G25190/AT5G37260/AT5G37260/AT5G39610/AT5G40770/AT5G44030/AT5G44790/AT5G44790/AT5G53290/AT5G59430/AT5G59430/AT5G60120/AT5G61590/AT5G61590/AT5G65510/AT5G67300,0,0,0,0,0,0,0,0,0
AT3G22760,CPP_SOL1_col,FALSE,AT1G12010/AT1G28370/AT1G36060/AT1G36060/AT1G36060/AT1G70560/AT1G73500/AT1G73500/AT2G02710/AT2G05520/AT2G25820/AT2G28160/AT2G44940/AT3G49700/AT3G49700/AT3G50060/AT3G50060/AT3G50260/AT4G18780/AT4G19690/AT4G19690/AT4G20380/AT4G24670/AT4G36900/AT5G10510/AT5G21120/AT5G44030/AT5G53290/AT5G59430/AT5G61590/AT1G12010/AT1G18570/AT1G21140/AT1G28160/AT1G28370/AT1G36060/AT1G36060/AT1G43160/AT1G44830/AT1G48420/AT1G66350/AT1G66350/AT1G68765/AT1G70560/AT1G70560/AT1G73500/AT2G02710/AT2G05520/AT2G19590/AT2G25820/AT2G28160/AT2G44940/AT2G47460/AT3G06490/AT3G20860/AT3G20860/AT3G25190/AT3G49700/AT3G49700/AT3G50060/AT3G50060/AT3G50480/AT4G11280/AT4G11280/AT4G16750/AT4G19690/AT4G20380/AT4G23750/AT4G24670/AT4G32940/AT4G36900/AT5G10510/AT5G10510/AT5G18560/AT5G21120/AT5G37260/AT5G53290/AT5G59430/AT5G60120/AT5G61590/AT5G61590,0,0,0,0,0,0,0,0,0
AT3G22760,CPP_SOL1_colamp_a,FALSE,AT1G12010/AT1G18570/AT1G21140/AT1G28160/AT1G28370/AT1G36060/AT1G36060/AT1G43160/AT1G44830/AT1G48420/AT1G66350/AT1G66350/AT1G68765/AT1G70560/AT1G70560/AT1G73500/AT2G02710/AT2G05520/AT2G19590/AT2G25820/AT2G28160/AT2G44940/AT2G47460/AT3G06490/AT3G20860/AT3G20860/AT3G25190/AT3G49700/AT3G49700/AT3G50060/AT3G50060/AT3G50480/AT4G11280/AT4G11280/AT4G16750/AT4G19690/AT4G20380/AT4G23750/AT4G24670/AT4G32940/AT4G36900/AT5G10510/AT5G10510/AT5G18560/AT5G21120/AT5G37260/AT5G53290/AT5G59430/AT5G60120/AT5G61590/AT5G61590,0,0,0,0,0,0,0,0,0
AT4G14770,CPP_TCX2_col_a,TRUE,AT1G12010/AT1G18570/AT1G28370/AT1G36060/AT1G44830/AT1G66350/AT1G73500/AT2G05520/AT2G19590/AT2G25820/AT2G28160/AT2G44940/AT2G47460/AT3G06490/AT3G25190/AT3G49700/AT3G49700/AT3G50060/AT3G50060/AT3G50060/AT3G50060/AT4G11280/AT4G11280/AT4G19690/AT4G20380/AT4G24670/AT5G10510/AT5G21120/AT5G37260/AT5G59430/AT5G61590,0,0,0,0,0,0,0.42453369,0,0
AT4G14770,CPP_TCX2_colamp_a,TRUE,AT1G12010/AT1G18570/AT1G21140/AT1G28370/AT1G28370/AT1G36060/AT1G36060/AT1G36060/AT1G36060/AT1G36060/AT1G44830/AT1G62380/AT1G66350/AT1G66350/AT1G68765/AT1G70560/AT1G70560/AT1G73500/AT1G73500/AT2G02710/AT2G02710/AT2G05520/AT2G19590/AT2G25820/AT2G26070/AT2G28160/AT2G28160/AT2G44940/AT2G47460/AT3G06490/AT3G06490/AT3G08040/AT3G20860/AT3G20860/AT3G25190/AT3G49700/AT3G49700/AT3G50060/AT3G50060/AT3G59900/AT3G62680/AT4G05100/AT4G11280/AT4G11280/AT4G11280/AT4G16750/AT4G17490/AT4G18780/AT4G19690/AT4G20380/AT4G24670/AT4G32940/AT4G36900/AT4G36900/AT5G10510/AT5G10510/AT5G21120/AT5G25190/AT5G37260/AT5G44030/AT5G44790/AT5G53290/AT5G59430/AT5G60120/AT5G61590/AT5G61590/AT5G65510,0,0,0,0,0,0,0.42453369,0,0
AT5G14960,E2FDP_DEL2_col_a,FALSE,,0,0,0,0,0,0,0,0,0
AT2G36010,E2FDP_E2FA_col_a,FALSE,AT2G44940/AT3G24500/AT5G57390,0,0,0,0,0,0,0,0,0
AT2G36010,E2FDP_E2FA_colamp_a,FALSE,AT1G66350/AT2G25820/AT2G25820/AT2G44940/AT3G04580/AT3G08040/AT3G24500/AT3G61630/AT5G10720/AT5G53290/AT5G57390/AT5G67300,0,0,0,0,0,0,0,0,0
AT3G20770,EIL_EIN3_col_a,FALSE,,0,0,0,0,0,0,0,0,0
AT4G15090,FAR1_FAR1_col_a,TRUE,,0,0,0,0,0,1.000971492,0,0,0
AT1G25550,G2like_At1g25550_col,FALSE,AT1G21140/AT1G44830/AT1G74840/AT2G33710/AT2G44940/AT2G47460/AT3G14230/AT3G16770/AT3G24500/AT3G50480/AT4G19690/AT4G32940/AT5G44210/AT5G59430/AT2G33710/AT2G47460/AT4G32940/AT5G59430,0,0,0,0,0,0,0,0,0
AT1G25550,G2like_At1g25550_colamp_a,FALSE,AT2G33710/AT2G47460/AT4G32940/AT5G59430,0,0,0,0,0,0,0,0,0
AT1G49560,G2like_AT1G49560_col_a,FALSE,AT1G05010/AT1G21140/AT2G33710/AT2G44940/AT2G47460/AT3G14230/AT3G16770/AT3G24500/AT4G19690/AT4G32940/AT5G44210/AT5G56080/AT5G59430,0,0,0,0,0,0,0,0,0
AT1G49560,G2like_AT1G49560_colamp_a,FALSE,AT1G05010/AT1G21140/AT1G21140/AT1G68765/AT1G70560/AT2G33710/AT2G47460/AT3G14230/AT3G16770/AT3G24500/AT3G24500/AT3G50260/AT3G50480/AT4G11140/AT4G19690/AT4G19690/AT5G44030/AT5G44210/AT5G56080/AT5G59430,0,0,0,0,0,0,0,0,0
AT1G68670,G2like_At1g68670_col,TRUE,AT1G21140/AT1G62380/AT2G33710/AT2G47460/AT3G14230/AT3G16770/AT3G24500/AT3G50260/AT3G50480/AT4G19690/AT4G32940/AT5G44030/AT5G44210/AT5G56080/AT5G59430/AT2G33710/AT2G47460/AT4G32940,0,0,0,0,0,-0.640168636,-0.958636448,-0.878001948,0
AT1G68670,G2like_At1g68670_colamp_a,TRUE,AT2G33710/AT2G47460/AT4G32940,0,0,0,0,0,-0.640168636,-0.958636448,-0.878001948,0
AT2G01060,G2like_At2g01060_col,FALSE,AT1G05850/AT1G10480/AT1G19220/AT1G21140/AT1G62380/AT1G68765/AT1G74840/AT2G33710/AT2G38120/AT2G44840/AT2G44940/AT2G47460/AT3G03450/AT3G04720/AT3G08040/AT3G08040/AT3G14230/AT3G52430/AT4G19690/AT5G40770/AT5G56080/AT5G56080/AT5G59430/AT5G65510/AT1G05850/AT1G10480/AT1G21140/AT1G62380/AT1G68765/AT1G74840/AT1G74840/AT2G38120/AT2G44940/AT2G47460/AT3G03450/AT3G08040/AT3G14230/AT3G16770/AT4G11140/AT5G56080/AT5G59430/AT5G60120/AT5G65510,0,0,0,0,0,0,0,0,0
AT2G01060,G2like_At2g01060_colamp_a,FALSE,AT1G05850/AT1G10480/AT1G21140/AT1G62380/AT1G68765/AT1G74840/AT1G74840/AT2G38120/AT2G44940/AT2G47460/AT3G03450/AT3G08040/AT3G14230/AT3G16770/AT4G11140/AT5G56080/AT5G59430/AT5G60120/AT5G65510,0,0,0,0,0,0,0,0,0
AT2G03500,G2like_At2g03500_col_a,FALSE,AT1G21140/AT1G62380/AT1G68765/AT1G74840/AT2G31730/AT2G31730/AT2G33710/AT2G44840/AT2G47460/AT3G08040/AT3G14230/AT3G25730/AT3G50480/AT4G11140/AT4G32940/AT5G02840/AT5G21120/AT5G40770/AT5G44210/AT5G59430,0,0,0,0,0,0,0,0,0
AT2G20400,G2like_AT2G20400_colamp_a,FALSE,AT1G62380/AT1G70560/AT2G33710/AT2G44840/AT2G47460/AT3G03450/AT3G03450/AT3G04720/AT3G08040/AT3G14230/AT4G11140/AT5G59430,0,0,0,0,0,0,0,0,0
AT2G40260,G2like_AT2G40260_col_a,FALSE,AT1G02500/AT1G72360/AT2G19590/AT2G31730/AT2G47460/AT3G16770/AT4G11140/AT4G11280/AT4G37770/AT5G65510,0,0,0,0,0,0,0,0,0
AT2G40260,G2like_AT2G40260_colamp_a,FALSE,AT1G02500/AT1G19220/AT1G21910/AT1G43160/AT1G44830/AT1G62380/AT1G66350/AT1G68765/AT1G72360/AT1G74660/AT1G77200/AT2G05520/AT2G19590/AT2G44940/AT2G47460/AT2G47520/AT3G14230/AT3G16770/AT3G25730/AT3G62680/AT4G11140/AT4G11280/AT4G18450/AT4G18780/AT4G19690/AT4G19690/AT4G26200/AT4G32940/AT4G37770/AT5G04950/AT5G07310/AT5G10720/AT5G13910/AT5G21120/AT5G37260/AT5G37260/AT5G37260/AT5G55620/AT5G56080/AT5G57390/AT5G61890/AT5G65510,0,0,0,0,0,0,0,0,0
AT3G04030,G2like_At3g04030_col_a,TRUE,AT1G05850/AT1G12010/AT1G18570/AT1G21140/AT1G21910/AT1G44830/AT1G62380/AT1G62380/AT1G66350/AT1G70560/AT1G72360/AT1G74840/AT1G74840/AT2G28160/AT2G33710/AT2G44840/AT2G44940/AT2G47460/AT3G03450/AT3G04720/AT3G08040/AT3G14230/AT3G14230/AT3G24500/AT4G11140/AT4G11140/AT4G19690/AT4G26200/AT4G32940/AT4G32940/AT4G36900/AT4G37770/AT5G07310/AT5G07580/AT5G19790/AT5G37260/AT5G40770/AT5G56080/AT5G56080/AT5G59430/AT5G65510,0,0,0,0,0,0.619159773,0.952138029,0,0
AT3G04030,G2like_At3g04030_colamp_a,TRUE,AT1G05850/AT1G21140/AT1G62380/AT2G33710/AT2G44840/AT2G44940/AT2G47460/AT3G14230/AT4G19690/AT4G32940/AT5G59430/AT5G65510,0,0,0,0,0,0.619159773,0.952138029,0,0
AT3G12730,G2like_At3g12730_colamp_a,TRUE,AT1G05850/AT1G21140/AT1G62380/AT1G66350/AT1G70560/AT2G44840/AT2G44940/AT2G47460/AT3G14230/AT3G24500/AT4G11140/AT4G11140/AT4G19690/AT4G32940/AT4G36900/AT5G59430/AT5G65510,0,0,0,0,0,0,0,-0.572572577,0
AT3G24120,G2like_At3g24120_col_a,FALSE,AT1G05850/AT1G10480/AT1G10480/AT1G21140/AT1G21910/AT1G21910/AT1G25560/AT1G36060/AT1G44830/AT1G62380/AT1G68765/AT1G70560/AT1G72360/AT1G74660/AT1G74840/AT2G31730/AT2G31730/AT2G33710/AT2G40940/AT2G44840/AT2G44840/AT2G44940/AT2G44940/AT3G03450/AT3G04720/AT3G08040/AT3G14230/AT3G14230/AT3G16770/AT3G23150/AT3G24500/AT3G24500/AT3G25730/AT3G25730/AT3G52430/AT3G59060/AT4G11140/AT4G11140/AT4G18780/AT4G19690/AT4G20380/AT4G20380/AT4G32940/AT5G02840/AT5G04950/AT5G07310/AT5G07310/AT5G07580/AT5G10510/AT5G19790/AT5G21120/AT5G37260/AT5G40770/AT5G47220/AT5G56080/AT5G56080/AT5G59430/AT5G60120,0,0,0,0,0,0,0,0,0
AT3G24120,G2like_At3g24120_colamp_a,FALSE,AT1G05850/AT1G13260/AT1G21140/AT1G62380/AT1G66350/AT1G68765/AT1G70560/AT1G72360/AT1G74840/AT2G33710/AT2G44840/AT2G44940/AT2G47460/AT3G03450/AT3G08040/AT3G14230/AT3G16770/AT3G24500/AT4G11140/AT4G11140/AT4G18780/AT4G19690/AT4G20380/AT4G26200/AT4G32940/AT4G36900/AT5G07310/AT5G37260/AT5G59430/AT5G65510,0,0,0,0,0,0,0,0,0
AT4G37180,G2like_AT4G37180_col_a,FALSE,AT1G21140/AT1G44830/AT1G66350/AT1G74840/AT1G74840/AT2G33710/AT2G44940/AT2G47460/AT3G03450/AT3G14230/AT3G16770/AT3G23150/AT3G24500/AT3G24500/AT3G25730/AT3G25730/AT3G49700/AT3G52430/AT3G59900/AT4G11140/AT4G11140/AT4G19690/AT4G32940/AT4G32940/AT5G04950/AT5G21120/AT5G44210/AT5G56080/AT5G59430/AT5G59430,0,0,0,0,0,0,0,0,0
AT4G37180,G2like_AT4G37180_colamp_a,FALSE,AT1G21140/AT2G33710/AT2G44940/AT2G47460/AT3G14230/AT3G24500/AT4G11140/AT4G19690/AT5G04950,0,0,0,0,0,0,0,0,0
AT5G29000,G2like_At5g29000_col_a,FALSE,AT1G62380/AT1G66350/AT2G33710/AT2G44840/AT2G47460/AT2G47460/AT3G03450/AT3G08040/AT3G14230/AT4G11140/AT4G32940/AT5G59430,0,0,0,0,0,0,0,0,0
AT5G45580,G2like_AT5G45580_col_a,TRUE,AT1G05850/AT1G18570/AT1G19220/AT1G21140/AT1G62380/AT1G66350/AT1G66350/AT1G68765/AT1G70560/AT1G72360/AT1G74840/AT2G33710/AT2G44840/AT2G44940/AT2G47460/AT3G03450/AT3G08040/AT3G14230/AT3G14230/AT3G24500/AT3G25730/AT3G25730/AT3G52430/AT4G11140/AT4G11140/AT4G18780/AT4G19690/AT4G32940/AT4G32940/AT4G36900/AT5G07580/AT5G37260/AT5G56080/AT5G56080/AT5G59430/AT5G65510,1.62354817439683,0,NA,NA,NA,NA,NA,NA,NA
AT5G45580,G2like_AT5G45580_colamp_a,TRUE,AT1G05850/AT1G12010/AT1G18570/AT1G19220/AT1G21910/AT1G25560/AT1G44830/AT1G62380/AT1G66350/AT1G70560/AT1G72360/AT1G74660/AT1G74840/AT1G74840/AT2G33710/AT2G44840/AT2G44840/AT2G44940/AT2G47460/AT3G03450/AT3G08040/AT3G14230/AT3G14230/AT3G16770/AT3G23150/AT3G24500/AT3G25730/AT3G25730/AT3G51430/AT4G11140/AT4G11140/AT4G18780/AT4G19690/AT4G20380/AT4G26200/AT4G32940/AT5G07310/AT5G07310/AT5G07580/AT5G19790/AT5G21120/AT5G37260/AT5G56080/AT5G56080/AT5G59430/AT5G65510,1.62354817439683,0,NA,NA,NA,NA,NA,NA,NA
AT4G00250,GeBP_AT4G00250_col_a,FALSE,AT1G05010/AT1G13260/AT1G43160/AT1G72360/AT2G02710/AT3G03450/AT3G04720/AT3G04720/AT3G15010/AT3G50480/AT3G51430/AT3G59060/AT4G11280/AT4G27440/AT4G27440/AT5G47230/AT5G61590/AT5G61590/AT5G65510,0,0,NA,NA,NA,NA,NA,NA,NA
AT2G06200,GRF_AtGRF6_col_a,FALSE,,0,0,0,0,0,0,0,0,0
AT2G45480,GRF_GRF9_colamp_a,FALSE,,0,0,NA,NA,NA,NA,NA,NA,NA
AT4G00730,HB_ANL2_col_a,FALSE,AT1G05710/AT1G05710/AT1G19220/AT1G19220/AT1G62300/AT1G70560/AT1G70560/AT1G72360/AT1G74660/AT1G74660/AT2G02710/AT2G05520/AT2G31730/AT2G33710/AT2G41230/AT2G44940/AT2G44940/AT3G04070/AT3G49700/AT3G49700/AT3G59060/AT3G59060/AT4G11280/AT4G17500/AT4G32800/AT4G36900/AT4G37580/AT4G37770/AT5G21120/AT5G37260/AT5G37260/AT5G44030/AT5G44790/AT5G53290/AT5G67300,0,0,0,0,0,0,0,0,0
AT1G52150,HB_ATHB15_col_a,FALSE,AT1G05010/AT1G19220/AT1G28160/AT1G68765/AT2G38120/AT3G50260/AT3G52430/AT4G08040/AT4G19690/AT4G20380/AT4G23750/AT4G37580/AT5G10510/AT5G13910/AT5G13910/AT5G44790/AT5G47220/AT5G57390/AT5G57390,0,0,0,0,0,0,0,0,0
AT2G18550,HB_ATHB21_col_a,FALSE,AT1G05710/AT1G10480/AT1G48420/AT1G62380/AT2G25820/AT2G31180/AT2G33710/AT2G33710/AT2G38120/AT2G38120/AT3G04720/AT3G14230/AT3G59060/AT4G08040/AT4G11280/AT4G17490/AT4G23750/AT4G37770/AT5G07580/AT5G07580/AT5G10510/AT5G10720/AT5G10720/AT5G13910/AT5G13910/AT5G13910/AT5G13910/AT5G25190/AT5G37260/AT5G37260/AT5G39610/AT5G39610/AT5G39610/AT5G44790/AT5G47220/AT5G56080/AT5G57390,0,0,0,0,0,0,0,0,0
AT2G18550,HB_ATHB21_colamp_a,FALSE,AT1G05710/AT1G10480/AT1G10480/AT1G12010/AT1G19220/AT1G21910/AT1G28160/AT1G28370/AT1G28370/AT1G28370/AT1G62300/AT1G62380/AT1G66350/AT1G66350/AT1G70560/AT1G74660/AT1G77640/AT2G02710/AT2G25820/AT2G25820/AT2G25820/AT2G28160/AT2G31180/AT2G31180/AT2G33710/AT2G33710/AT2G33710/AT2G44940/AT2G44940/AT2G47520/AT2G47520/AT3G04070/AT3G04720/AT3G14230/AT3G59060/AT3G61630/AT4G08040/AT4G11140/AT4G11280/AT4G17490/AT4G18780/AT4G19690/AT4G20380/AT4G23750/AT4G23750/AT4G36900/AT4G36900/AT4G37770/AT5G04950/AT5G04950/AT5G07580/AT5G07580/AT5G10510/AT5G10720/AT5G10720/AT5G13910/AT5G13910/AT5G37260/AT5G37260/AT5G37260/AT5G39610/AT5G39610/AT5G39610/AT5G44790/AT5G44790/AT5G47220/AT5G47220/AT5G47230/AT5G57390/AT5G59430/AT5G61590/AT5G61890/AT5G64900/AT5G64900/AT5G67300,0,0,0,0,0,0,0,0,0
AT4G36740,HB_ATHB40_col_a,FALSE,AT1G05710/AT1G10480/AT1G10480/AT1G12010/AT1G12010/AT1G12010/AT1G19220/AT1G19220/AT1G21910/AT1G21910/AT1G25560/AT1G28160/AT1G28370/AT1G28370/AT1G28370/AT1G48420/AT1G48420/AT1G62300/AT1G62380/AT1G62380/AT1G66350/AT1G70560/AT1G73500/AT1G74660/AT1G74660/AT1G74660/AT1G77200/AT1G77640/AT2G25820/AT2G25820/AT2G25820/AT2G26070/AT2G28160/AT2G28160/AT2G28160/AT2G31180/AT2G31180/AT2G31730/AT2G31730/AT2G33710/AT2G33710/AT2G38120/AT2G38120/AT2G38120/AT2G41230/AT2G44940/AT2G47520/AT2G47520/AT2G47520/AT2G47520/AT3G03450/AT3G04070/AT3G04720/AT3G08040/AT3G14230/AT3G14230/AT3G24500/AT3G49700/AT3G50480/AT3G59060/AT3G59060/AT3G59900/AT3G61630/AT3G62680/AT3G62680/AT4G08040/AT4G08040/AT4G11280/AT4G17490/AT4G17490/AT4G20380/AT4G23750/AT4G36900/AT4G36900/AT4G36900/AT4G37770/AT5G04950/AT5G04950/AT5G07580/AT5G07580/AT5G10510/AT5G10510/AT5G10720/AT5G10720/AT5G10720/AT5G13910/AT5G13910/AT5G13910/AT5G21120/AT5G25190/AT5G37260/AT5G37260/AT5G39610/AT5G39610/AT5G39610/AT5G40770/AT5G44790/AT5G47220/AT5G47220/AT5G47230/AT5G52020/AT5G55620/AT5G56080/AT5G57390/AT5G57390/AT5G59430/AT5G61590/AT5G61590/AT5G61890/AT5G64900/AT5G64900/AT5G67300/AT5G67300/AT5G67300,0,0,0,0,0,0,0,0,0
